Frame,ID,X,Y
40,3,14,474
40,4,414,149
40,5,438,78
40,7,381,146
40,8,676,54
40,10,56,235
40,11,349,301
40,12,471,38
40,13,374,461
40,14,197,150
40,15,506,37
41,1,756,426
41,2,748,93
41,4,416,148
41,5,438,78
41,7,383,144
41,8,676,54
41,10,54,241
41,11,347,300
41,12,471,38
41,13,376,460
41,14,199,150
41,15,505,37
42,1,756,429
42,2,748,93
42,4,417,148
42,5,439,78
42,7,385,142
42,8,676,54
42,10,52,243
42,11,345,302
42,12,471,37
42,13,377,460
42,14,201,150
42,15,504,38
43,1,756,435
43,2,748,92
43,4,418,148
43,5,440,77
43,7,386,141
43,8,677,51
43,10,50,244
43,11,344,303
43,12,472,37
43,13,378,459
43,14,203,150
43,15,504,38
44,1,756,441
44,2,748,92
44,4,419,148
44,5,441,76
44,7,387,140
44,8,677,53
44,10,47,245
44,11,341,305
44,12,472,37
44,13,381,460
44,14,204,151
44,15,503,38
45,1,756,441
45,2,748,92
45,4,420,147
45,5,442,76
45,7,388,139
45,8,677,54
45,10,43,246
45,11,339,303
45,12,473,37
45,13,383,459
45,14,206,151
45,15,502,38
46,1,756,443
46,2,748,91
46,4,421,145
46,5,443,75
46,7,389,139
46,8,677,54
46,10,38,245
46,11,337,304
46,12,474,37
46,13,384,459
46,14,207,150
46,15,501,39
47,1,756,446
47,2,748,91
47,4,422,144
47,5,445,75
47,7,391,139
47,8,678,53
47,10,34,246
47,11,335,303
47,12,475,37
47,13,386,459
47,14,209,149
47,15,501,39
48,1,756,451
48,2,748,91
48,4,423,143
48,5,447,76
48,7,393,139
48,8,678,53
48,10,31,246
48,11,334,301
48,12,475,37
48,13,387,458
48,14,211,147
48,15,500,40
49,1,756,452
49,2,747,90
49,4,424,142
49,5,449,75
49,7,395,139
49,8,678,51
49,10,28,245
49,11,332,301
49,12,476,36
49,13,389,458
49,14,212,147
49,15,499,40
50,1,756,454
50,2,747,89
50,4,425,141
50,5,451,75
50,7,397,139
50,8,679,51
50,10,27,247
50,11,330,301
50,12,476,35
50,13,392,454
50,14,213,144
50,15,498,41
51,1,756,456
51,2,747,88
51,4,426,141
51,5,452,75
51,7,398,140
51,8,680,51
51,10,25,249
51,11,328,310
51,12,476,35
51,13,394,448
51,14,214,143
51,15,497,41
52,1,756,454
52,2,747,87
52,4,428,141
52,5,453,74
52,7,399,139
52,8,681,49
52,10,24,250
52,11,327,315
52,12,477,35
52,13,395,444
52,14,216,142
52,15,497,41
53,1,757,452
53,2,747,86
53,4,430,141
53,5,454,74
53,7,399,139
53,8,681,47
53,10,22,251
53,11,324,316
53,12,478,35
53,13,396,442
53,14,217,142
53,15,496,42
54,1,758,448
54,2,747,86
54,4,431,140
54,5,455,73
54,7,401,136
54,8,681,47
54,10,21,251
54,11,322,315
54,13,398,441
54,14,219,141
54,15,495,41
55,1,758,444
55,2,747,85
55,4,431,139
55,5,456,73
55,7,403,134
55,8,681,48
55,10,20,252
55,11,320,312
55,13,400,441
55,14,221,141
55,15,494,41
56,1,759,437
56,2,747,85
56,4,433,138
56,5,457,73
56,7,405,133
56,8,681,49
56,10,20,253
56,11,318,311
56,13,402,440
56,14,224,141
56,15,493,41
57,1,759,436
57,2,747,85
57,4,434,137
57,5,457,74
57,7,407,132
57,8,681,50
57,10,17,253
57,11,316,316
57,13,403,440
57,14,226,141
57,15,492,41
58,1,758,439
58,2,747,85
58,4,436,136
58,5,458,74
58,7,408,131
58,8,683,50
58,10,12,252
58,11,314,319
58,13,403,438
58,14,228,141
58,15,491,41
59,1,758,445
59,2,747,85
59,4,438,135
59,5,458,73
59,7,409,131
59,8,683,50
59,10,9,250
59,11,312,322
59,13,403,438
59,14,228,140
59,15,490,41
60,1,758,449
60,2,748,85
60,4,439,135
60,5,459,73
60,7,410,131
60,8,682,50
60,10,6,252
60,11,310,328
60,13,404,436
60,14,229,140
60,15,489,43
61,1,757,447
61,2,748,85
61,4,440,134
61,7,411,131
61,8,683,48
61,10,4,254
61,11,308,331
61,13,406,430
61,14,230,140
61,15,488,43
62,1,755,446
62,2,748,84
62,4,441,134
62,7,412,131
62,8,684,48
62,11,306,331
62,13,408,425
62,14,231,138
62,15,488,44
63,1,753,446
63,2,749,84
63,4,442,134
63,7,414,132
63,8,684,47
63,11,304,337
63,13,410,421
63,14,233,136
63,15,487,44
64,1,751,446
64,2,749,83
64,4,443,133
64,7,415,131
64,8,686,46
64,11,303,342
64,13,412,418
64,14,234,135
64,15,486,44
65,1,750,446
65,2,749,82
65,4,444,133
65,7,415,131
65,8,686,45
65,11,301,345
65,13,413,417
65,14,235,133
65,15,485,44
66,1,749,447
66,2,750,81
66,4,445,132
66,7,416,129
66,8,687,45
66,11,298,345
66,13,415,416
66,14,236,132
66,15,484,45
67,1,748,448
67,2,750,81
67,4,446,132
67,7,418,127
67,8,688,42
67,11,296,345
67,13,417,416
67,14,237,134
67,15,483,45
68,1,747,450
68,2,750,80
68,4,447,130
68,7,419,125
68,8,688,39
68,11,294,344
68,13,418,415
68,14,237,133
68,15,482,45
69,1,746,455
69,2,750,80
69,4,448,129
69,7,420,124
69,8,689,42
69,11,292,344
69,13,420,415
69,14,240,132
69,15,482,45
70,1,745,458
70,2,750,80
70,4,449,128
70,7,422,125
70,8,689,43
70,11,290,343
70,13,422,414
70,14,241,131
70,15,480,45
71,1,745,460
71,2,750,79
71,4,451,127
71,7,423,125
71,8,690,44
71,11,288,344
71,13,424,409
72,1,745,461
72,2,750,79
72,4,451,126
72,7,425,124
72,8,690,44
72,11,287,348
72,13,425,405
72,5,471,67
72,14,243,131
73,1,745,461
73,2,750,79
73,4,452,126
73,7,426,124
73,8,691,43
73,11,284,356
73,13,426,402
73,5,471,65
73,14,244,131
74,1,744,461
74,2,750,79
74,4,453,126
74,7,428,123
74,8,692,43
74,11,283,359
74,13,428,399
74,5,473,65
75,1,744,462
75,2,749,78
75,4,455,125
75,7,429,124
75,8,693,42
75,11,281,359
75,13,430,397
75,5,474,64
76,1,744,462
76,2,749,77
76,4,457,125
76,7,431,124
76,8,694,41
76,11,279,366
76,13,432,397
76,5,475,65
77,1,743,462
77,2,749,76
77,4,458,124
77,7,431,124
77,8,695,41
77,11,276,367
77,13,433,395
77,5,476,66
78,1,742,462
78,2,750,75
78,4,459,123
78,7,432,123
78,8,697,41
78,11,274,364
78,13,434,394
78,5,478,66
79,1,741,463
79,2,750,74
79,4,461,122
79,7,434,121
79,8,697,41
79,11,273,359
79,13,436,394
79,5,478,65
80,1,740,463
80,2,750,74
80,4,462,122
80,7,435,119
80,8,698,41
80,11,270,356
80,13,437,393
80,5,477,65
81,1,739,464
81,2,750,73
81,4,464,121
81,7,437,118
81,8,698,41
81,11,268,343
81,13,438,392
81,5,477,65
81,16,803,278
82,1,738,464
82,2,750,73
82,4,465,121
82,7,438,117
82,8,698,42
82,11,265,342
82,13,439,389
82,5,479,64
82,16,804,278
83,1,738,465
83,2,750,73
83,4,466,121
83,7,440,116
83,8,699,41
83,11,262,353
83,13,441,382
83,5,480,63
83,16,804,278
84,1,737,465
84,2,751,73
84,4,467,120
84,7,441,115
84,8,700,41
84,11,260,365
84,13,443,382
84,5,480,63
84,16,803,279
85,1,736,465
85,2,751,73
85,4,468,120
85,7,442,115
85,8,700,41
85,11,258,375
85,13,445,379
85,5,481,63
85,16,802,282
86,1,736,466
86,2,751,73
86,4,469,120
86,7,443,115
86,8,700,40
86,11,256,381
86,13,446,379
86,5,481,63
86,16,800,284
86,15,464,53
87,1,736,466
87,2,752,73
87,4,470,120
87,7,444,114
87,8,701,40
87,11,254,384
87,13,448,376
87,5,481,63
87,16,799,286
87,15,463,53
88,1,734,466
88,2,752,73
88,4,471,119
88,7,445,114
88,8,702,39
88,11,251,387
88,13,449,376
88,5,481,62
88,16,798,288
88,15,463,53
88,14,264,122
89,1,732,467
89,2,753,72
89,4,472,119
89,7,446,114
89,11,249,390
89,13,451,375
89,5,482,60
89,16,797,290
89,15,463,55
89,14,265,121
90,1,731,467
90,2,753,71
90,4,473,118
90,7,448,114
90,11,246,392
90,13,453,374
90,5,482,59
90,16,796,292
90,15,463,55
90,14,267,120
91,1,729,467
91,2,753,70
91,4,474,116
91,7,448,114
91,11,244,392
91,13,454,374
91,5,483,59
91,16,794,293
91,15,461,55
91,14,268,119
92,1,728,467
92,2,754,69
92,4,475,115
92,7,448,112
92,11,242,391
92,13,456,374
92,5,483,58
92,16,793,293
92,15,460,55
92,14,269,118
93,1,727,469
93,2,754,69
93,4,476,114
93,7,450,111
93,11,240,393
93,13,457,370
93,5,483,58
93,16,792,293
93,15,459,55
93,14,270,117
94,1,727,469
94,2,754,68
94,4,477,114
94,7,451,111
94,11,238,394
94,13,459,366
94,5,483,57
94,16,791,293
94,15,459,54
94,14,271,117
95,1,726,469
95,2,754,68
95,4,479,114
95,7,452,111
95,11,236,389
95,13,460,361
95,5,484,57
95,16,790,294
95,15,457,51
95,14,271,119
96,1,725,470
96,2,754,68
96,4,481,113
96,7,453,110
96,11,235,390
96,13,462,360
96,16,790,295
96,15,456,50
96,14,272,120
97,1,725,470
97,2,754,68
97,4,482,113
97,7,454,110
97,11,232,396
97,13,463,359
97,16,789,296
97,15,456,49
97,14,273,120
98,1,727,471
98,2,754,68
98,4,483,112
98,7,455,110
98,11,229,409
98,13,464,358
98,16,788,298
98,15,455,50
98,14,274,119
99,1,727,471
99,2,754,68
99,4,484,112
99,7,456,109
99,11,225,409
99,13,466,358
99,16,788,302
99,15,454,51
99,14,275,119
100,1,728,471
100,2,754,68
100,4,485,111
100,7,458,109
100,11,223,410
100,13,467,357
100,16,787,305
100,15,454,52
101,1,728,472
101,2,754,67
101,4,486,110
101,7,459,109
101,11,221,410
101,13,467,357
101,16,786,307
101,15,453,53
102,1,730,472
102,2,754,67
102,4,488,110
102,7,459,109
102,11,219,413
102,13,468,357
102,16,785,310
102,15,452,55
103,1,730,473
103,2,755,65
103,4,489,109
103,7,461,109
103,11,216,410
103,13,470,356
103,16,785,312
103,15,451,57
103,14,280,112
104,1,730,473
104,2,755,65
104,4,490,109
104,7,462,108
104,11,214,416
104,13,471,354
104,16,784,314
104,15,450,59
104,14,282,111
105,1,730,474
105,2,755,64
105,4,491,109
105,7,462,104
105,11,211,409
105,13,473,352
105,16,783,315
105,15,449,60
105,14,283,111
106,1,730,474
106,2,756,63
106,4,492,109
106,7,463,103
106,11,210,409
106,13,475,348
106,16,782,315
106,15,449,60
106,14,284,110
107,2,756,63
107,4,493,108
107,7,465,103
107,11,206,413
107,13,476,345
107,16,782,316
107,15,447,60
107,14,286,109
108,2,756,63
108,4,494,108
108,7,465,102
108,11,203,418
108,13,477,343
108,16,781,316
108,15,446,60
108,14,288,109
109,2,756,63
109,4,494,108
109,7,466,101
109,11,201,423
109,13,478,342
109,16,781,316
109,15,445,60
109,14,289,110
110,2,756,62
110,4,495,107
110,7,467,101
110,11,197,432
110,13,480,342
110,16,781,316
110,15,444,60
110,14,291,110
111,2,757,63
111,4,496,106
111,7,468,101
111,11,194,437
111,13,480,341
111,16,780,316
111,15,444,60
111,14,291,110
112,2,757,62
112,4,497,106
112,7,469,101
112,11,192,439
112,13,482,340
112,16,779,318
112,15,443,61
112,14,292,109
113,2,758,62
113,4,498,105
113,7,470,101
113,11,190,445
113,13,483,337
113,16,779,320
113,15,443,63
113,14,294,109
114,2,758,62
114,4,498,105
114,7,471,102
114,11,186,451
114,13,484,335
114,16,778,322
114,15,442,64
114,14,295,108
115,2,758,62
115,4,499,103
115,7,472,101
115,11,182,453
115,13,486,332
115,16,777,325
115,15,441,65
115,14,296,107
116,2,759,61
116,4,501,103
116,7,472,101
116,11,179,454
116,13,488,330
116,16,776,328
116,15,440,65
116,14,299,106
117,2,759,60
117,4,502,103
117,7,473,101
117,11,177,456
117,13,488,327
117,16,776,328
117,15,440,66
117,14,301,105
118,2,759,60
118,4,504,103
118,7,474,100
118,11,173,455
118,13,489,326
118,16,775,328
118,15,439,66
118,14,302,105
119,2,760,59
119,4,505,103
119,7,475,99
119,11,171,456
119,13,490,325
119,16,773,328
119,15,438,66
119,14,302,104
120,2,760,59
120,4,505,102
120,7,476,98
120,11,170,457
120,13,491,325
120,16,772,329
120,15,438,66
121,2,760,59
121,4,505,100
121,7,477,97
121,11,167,458
121,13,493,326
121,16,771,331
121,15,437,65
122,2,760,58
122,4,507,99
122,7,478,97
122,11,163,459
122,13,496,325
122,16,770,332
122,15,436,66
122,17,13,334
123,2,760,57
123,4,509,99
123,7,479,96
123,11,160,459
123,13,497,326
123,16,770,333
123,15,434,66
123,17,14,334
124,2,760,57
124,4,509,99
124,7,480,95
124,11,157,460
124,13,498,326
124,16,769,336
124,15,434,66
124,17,14,333
125,2,760,57
125,4,510,98
125,7,482,95
125,11,154,460
125,13,498,324
125,16,768,340
125,15,433,67
125,17,15,333
126,2,760,57
126,4,511,97
126,7,483,95
126,11,151,461
126,13,499,323
126,16,768,344
126,15,432,67
126,17,16,332
127,2,760,56
127,4,513,97
127,7,484,95
127,11,149,461
127,13,499,322
127,16,767,347
127,15,431,68
127,17,18,332
128,2,760,55
128,4,514,96
128,7,484,95
128,11,146,461
128,13,500,317
128,16,766,349
128,15,430,68
128,17,20,331
128,14,311,100
129,2,760,54
129,4,514,97
129,7,485,96
129,11,143,461
129,13,500,313
129,16,766,351
129,15,430,69
129,17,21,331
129,14,312,100
130,2,761,54
130,4,515,96
130,7,486,94
130,11,140,461
130,13,501,312
130,16,765,354
130,15,429,69
130,17,22,331
130,14,313,99
131,2,761,53
131,4,516,96
131,7,487,92
131,11,136,462
131,13,503,310
131,16,765,358
131,15,427,70
131,17,23,331
131,14,314,98
132,2,761,53
132,4,517,95
132,7,488,91
132,11,133,462
132,13,504,309
132,16,765,360
132,15,426,70
132,17,25,330
132,14,315,98
133,2,761,53
133,4,517,94
133,7,489,90
133,11,130,463
133,13,506,309
133,16,766,360
133,15,426,70
133,17,26,329
133,14,316,97
134,2,761,53
134,4,518,93
134,7,490,89
134,11,126,463
134,13,507,307
134,16,766,361
134,15,425,71
134,17,28,328
134,14,317,97
135,2,762,53
135,4,519,93
135,7,491,89
135,11,123,464
135,13,509,303
135,16,766,361
135,15,425,72
135,17,30,326
135,14,318,96
136,2,762,52
136,4,520,92
136,7,492,88
136,11,120,464
136,13,509,302
136,16,766,361
136,15,424,73
136,17,32,321
136,14,319,97
137,2,763,52
137,4,520,91
137,7,493,88
137,11,116,465
137,13,511,301
137,16,766,362
137,15,424,73
137,17,35,316
137,14,321,96
138,2,763,53
138,4,521,90
138,7,494,88
138,11,113,465
138,13,511,300
138,16,765,363
138,15,423,74
138,17,37,313
138,14,323,96
139,2,764,53
139,4,522,90
139,7,495,88
139,11,118,466
139,13,512,299
139,16,765,365
139,15,423,75
139,17,39,313
139,14,324,95
140,2,764,52
140,4,523,90
140,7,495,88
140,11,121,466
140,13,514,298
140,16,765,367
140,15,422,75
140,17,42,312
140,14,325,94
141,2,764,51
141,4,523,90
141,7,496,88
141,11,120,466
141,13,514,298
141,16,764,370
141,15,422,75
141,17,45,312
141,14,326,94
142,2,765,51
142,4,524,90
142,7,497,88
142,11,117,467
142,13,515,298
142,16,763,373
142,15,421,75
142,17,49,312
142,14,327,94
143,2,765,50
143,4,525,89
143,7,499,87
143,11,103,467
143,13,516,298
143,16,763,375
143,15,420,75
143,17,54,310
143,14,328,93
144,2,765,49
144,4,526,88
144,7,499,86
144,11,97,467
144,13,518,297
144,16,763,379
144,15,418,75
144,17,57,311
144,14,329,92
145,2,766,49
145,4,527,88
145,7,500,85
145,11,93,468
145,13,518,297
145,16,762,382
145,15,417,75
145,17,59,310
145,14,330,92
146,2,766,49
146,4,528,88
146,7,500,84
146,11,90,468
146,13,519,296
146,16,762,383
146,15,416,76
146,17,60,309
146,14,330,90
147,2,766,49
147,4,529,87
147,7,501,83
147,11,87,469
147,13,519,295
147,16,761,383
147,15,415,76
147,17,62,308
147,14,331,91
148,2,766,48
148,4,529,87
148,7,502,83
148,11,83,470
148,13,520,293
148,16,760,383
148,15,414,77
148,17,64,307
148,14,332,91
149,2,766,48
149,4,530,87
149,7,503,82
149,11,79,470
149,13,521,290
149,16,760,384
149,15,414,77
149,17,66,303
149,14,333,92
150,2,766,47
150,4,530,87
150,7,504,81
150,11,70,471
150,13,522,289
150,16,759,386
150,15,413,78
150,17,68,299
150,14,334,92
151,2,767,47
151,4,531,87
151,7,505,80
151,11,63,472
151,13,522,285
151,16,759,388
151,15,412,78
151,17,70,297
151,14,336,91
152,2,767,47
152,4,532,87
152,7,506,81
152,11,58,472
152,13,523,283
152,16,759,390
152,15,411,79
152,17,72,295
152,14,338,90
153,2,767,47
153,4,532,86
153,7,507,82
153,11,53,472
153,13,525,282
153,16,759,393
153,15,410,79
153,17,74,295
153,14,339,90
154,2,768,46
154,4,533,84
154,7,508,81
154,11,48,473
154,13,526,280
154,16,759,397
154,15,409,79
154,17,76,295
154,14,340,90
155,2,768,46
155,4,534,84
155,7,508,81
155,11,43,473
155,13,526,278
155,16,759,401
155,15,408,80
155,17,78,294
155,14,341,90
156,2,769,46
156,4,535,83
156,7,509,80
156,11,38,473
156,13,527,277
156,16,759,405
156,15,407,80
156,17,80,294
156,14,341,89
157,2,769,45
157,4,535,82
157,7,510,79
157,11,30,474
157,13,528,276
157,16,760,411
157,15,406,82
157,17,82,295
157,14,341,89
158,2,770,46
158,4,536,81
158,7,511,79
158,11,26,474
158,13,530,274
158,16,760,414
158,15,406,83
158,17,85,295
158,14,342,88
159,2,770,46
159,4,537,80
159,7,512,78
159,13,531,273
159,16,760,416
159,15,405,83
159,17,87,294
159,14,343,87
160,2,770,47
160,4,538,80
160,7,512,78
160,13,532,272
160,16,760,417
160,15,405,84
160,17,89,293
160,14,344,86
161,2,770,46
161,4,539,79
161,7,513,78
161,13,533,271
161,16,761,418
161,15,404,84
161,17,91,292
161,14,346,85
162,2,770,46
162,4,539,79
162,7,514,77
162,13,534,270
162,16,762,416
162,15,403,85
162,17,93,288
162,14,347,84
163,2,770,46
163,4,540,79
163,7,515,77
163,13,535,268
163,16,763,416
163,15,402,86
163,17,94,285
163,14,349,84
164,2,771,45
164,4,541,79
164,7,516,77
164,13,535,268
164,16,763,416
164,15,400,86
164,17,96,282
164,14,349,83
165,2,772,44
165,4,541,79
165,7,517,78
165,13,536,269
165,16,763,417
165,15,399,86
165,17,98,279
165,14,351,83
166,2,773,43
166,4,542,79
166,7,518,78
166,13,538,268
166,16,763,420
166,15,398,86
166,17,100,279
166,14,351,83
167,2,774,40
167,4,544,78
167,7,518,77
167,13,539,266
167,16,763,422
167,15,396,86
167,17,102,279
167,14,352,82
168,4,545,77
168,7,519,75
168,13,543,263
168,16,763,424
168,15,395,86
168,17,105,279
168,14,353,82
169,4,545,76
169,7,519,74
169,13,545,261
169,16,762,425
169,15,394,86
169,17,109,278
169,14,354,82
170,4,547,76
170,7,520,74
170,13,543,259
170,16,762,427
170,15,393,87
170,17,114,278
170,14,355,81
171,4,548,76
171,7,520,73
171,13,542,257
171,16,761,429
171,15,392,87
171,17,116,278
171,14,356,80
172,4,548,75
172,7,521,72
172,13,543,257
172,16,761,431
172,15,391,87
172,17,118,278
172,14,357,79
173,4,549,75
173,7,522,71
173,13,543,257
173,16,760,433
173,15,390,87
173,17,120,277
173,14,358,79
174,4,549,75
174,7,522,71
174,13,544,256
174,16,760,438
174,15,389,87
174,17,121,276
174,14,358,79
175,4,550,75
175,7,523,70
175,13,545,254
175,16,759,443
175,15,388,88
175,17,122,274
175,14,359,79
176,4,551,73
176,7,524,70
176,13,548,254
176,16,759,447
176,15,387,88
176,17,123,271
176,14,360,79
176,19,661,30
177,4,551,73
177,7,525,70
177,13,550,254
177,16,758,449
177,15,385,89
177,17,125,268
177,14,361,80
177,19,660,30
178,4,552,72
178,7,526,70
178,13,553,253
178,16,758,449
178,15,384,89
178,17,126,266
178,14,362,80
178,19,659,30
179,4,553,72
179,7,527,69
179,13,555,253
179,16,757,450
179,15,382,89
179,17,128,265
179,14,363,80
179,19,658,30
179,20,649,474
180,4,553,71
180,7,527,69
180,13,552,252
180,16,756,451
180,15,381,91
180,17,129,263
180,14,363,80
180,19,658,30
180,20,650,474
181,4,554,70
181,7,527,69
181,13,552,250
181,16,756,453
181,15,381,91
181,17,131,263
181,14,363,76
